Organization,Category,Year,Value,Address,coordinates
fipoi foundation for buildings for international organisations,Food / Hotels,2020,23,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
fipoi foundation for buildings for international organisations,Waste,2020,1,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
fipoi foundation for buildings for international organisations,Consumables,2020,10,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
permanent mission of the principality of monaco,Energy,2022,21,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of monaco,Mobility,2022,4,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of monaco,Food / Hotels,2022,4,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of monaco,Waste,2022,0,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of monaco,Consumables,2022,16,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of rwanda,Energy,2022,11.6,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Mobility,2022,4.8,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Consumables,2022,3.6,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Waste,2022,0,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Food and  Hotels,2022,2.5,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Energy,2021,26,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Mobility,2021,7,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Consumables,2021,3,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Waste,2021,0,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Food and  Hotels,2021,11,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Energy,2020,22,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Mobility,2020,11,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Food / Hotels,2020,5,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Waste,2020,0,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
permanent mission of the republic of rwanda,Consumables,2020,6,"Rue de Lausanne 80
1201 Geneva
Switzerland","46.2167065, 6.1480928"
world intellectual property organization,Energy,2022,2141.4,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Mobility,2022,259.5,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Consumables,2022,,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Waste,2022,63.5,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Food and  Hotels,2022,,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Energy,2021,1813,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Mobility,2021,578,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Consumables,2021,0,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Waste,2021,77,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Food and  Hotels,2021,0,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Energy,2020,1827,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Mobility,2020,2081,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Food / Hotels,2020,N/R,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Waste,2020,224,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
world intellectual property organization,Consumables,2020,N/R,"Route de Ferney 150
1218 Grand Saconnex","46.2299159, 6.1286488"
united nations environment programme geneva office,Energy,2022,34.0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Mobility,2022,8.0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Consumables,2022,0.0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Waste,2022,0.0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Food and  Hotels,2022,0.0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Energy,2021,23,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Mobility,2021,133,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Consumables,2021,0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Waste,2021,0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Food and  Hotels,2021,0,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Energy,2020,111,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Mobility(*),2020,729,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Food / Hotels,2020,N/R,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Waste,2020,N/R,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
united nations environment programme geneva office,Consumables,2020,N/R,"International Environment House
Chemin des Anémones 11-13
1219 Châtelaine
Switzerland","46.213180, 6.111240"
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Energy,2022,38.1,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Mobility,2022,12,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Consumables,2022,3.2,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2022,0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food and  Hotels,2022,23.7,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Energy,2021,31,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Mobility,2021,16,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Consumables,2021,0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2021,0,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food and  Hotels,2021,40,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Energy,2020,27,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Mobility,2020,321,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Food / Hotels,2020,34,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Waste,2020,3,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
nrc norwegian refugee council geneva office idmc internal displacement monitoring centre,Consumables,2020,11,"Avenue Giuseppe Motta 31-33
1202 Geneva
Switzerland
","46.21934176011838, 6.134093111889695 "
graduate institute geneva,Energy,2022,"733,6","Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
graduate institute geneva,Mobility,2022,"0,0","Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
graduate institute geneva,Consumables,2022,"64,0","Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
graduate institute geneva,Waste,2022,"72,8","Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
graduate institute geneva,Food and  Hotels,2022,"0,1","Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
fondation pour geneve,Energy,2022,3.1,,
fondation pour geneve,Mobility,2022,0.1,,
fondation pour geneve,Consumables,2022,1.3,,
fondation pour geneve,Waste,2022,0.1,,
fondation pour geneve,Food and  Hotels,2022,1.7,,
permanent mission of france,Energy,2022,166.4,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Mobility,2022,5.3,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Consumables,2022,1.7,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Waste,2022,1.2,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Food and  Hotels,2022,0.8,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Energy,2021,170,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Mobility,2021,21,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Consumables,2021,7,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Waste,2021,2,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Food and  Hotels,2021,43,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Energy,2020,105,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Mobility,2020,116,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Food / Hotels,2020,29,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Waste,2020,1,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
permanent mission of france,Consumables,2020,6,"Chemin du Petit-Saconnex 28B
1209 Geneva
Switzerland","46.222618, 6.1329042"
wcc world council of churches,Energy,2022,405,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Mobility,2022,51,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Consumables,2022,9,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Waste,2022,4,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Food and  Hotels,2022,107,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Energy,2021,461,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Mobility,2021,N/R,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Food / Hotels,2021,72,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Waste,2021,N/R,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
wcc world council of churches,Consumables,2021,13,"Rue de Lausanne 139
1202 Genève
Switzerland","46.217619, 6.1481622"
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2022,43.6,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2022,16.4,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2022,3.4,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2022,0.5,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Food and  Hotels,2022,6.1,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2021,40,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2021,65,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2021,28,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2021,0,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Food and  Hotels,2021,33,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Energy,2020,62,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Mobility,2020,193,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Food / Hotels,2020,80,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Waste,2020,2,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
permanent mission of the united kingdom of great britain and nothern ireland,Consumables,2020,27,"Rue Varembé, 3
1202 Genève
Switzerland
","46.22092633253714, 6.139227211889732"
itu international telecommunication union,Energy,2022,637.2,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Mobility,2022,1147.2,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Consumables,2022,86.9,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Waste,2022,31.9,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Food and  Hotels,2022,676.2,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Energy,2021,513,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Mobility,2021,1142,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Consumables,2021,217,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Waste,2021,36,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Food and  Hotels,2021,22,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Energy,2020,514,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Mobility,2020,2810,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Food / Hotels,2020,155,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Waste,2020,74,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
itu international telecommunication union,Consumables,2020,104,"Place des Nations
1211 Genève
Switzerland","46.2224013, 6.1380736"
ccig chambre de commerce dindustrie et des services de geneve,Energy,2022,35.4,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Mobility,2022,7.7,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Consumables,2022,7.1,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Waste,2022,8.6,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Food and  Hotels,2022,30.7,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Energy,2021,38,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Mobility,2021,17,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Consumables,2021,8,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Waste,2021,0,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
ccig chambre de commerce dindustrie et des services de geneve,Food and  Hotels,2021,17,"Boulevard du Théâtre 4
1204 Genève","46.2022496, 6.1416388"
permanent mission of norway 2,Energy,2022,28.5,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Mobility,2022,4.8,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Consumables,2022,1.2,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Waste,2022,0.9,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Food and  Hotels,2022,1.2,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Energy,2021,28,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Mobility,2021,2,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Consumables,2021,1,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Waste,2021,1,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Food and  Hotels,2021,0,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Energy,2020,29,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Mobility,2020,17,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Food / Hotels,2020,5,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Waste,2020,1,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of norway 2,Consumables,2020,5,"Rue de Lausanne 44
1201 Geneva
Switzerland","46.2138171, 6.1460309"
permanent mission of the republic of slovenia,Energy,2022,13,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Mobility,2022,3,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Consumables,2022,1,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Waste,2022,0,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Food and  Hotels,2022,10,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Energy,2021,67,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Mobility,2021,7,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Food / Hotels,2021,14,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Waste,2021,0,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the republic of slovenia,Consumables,2021,2,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of andorra,Energy,2022,"0,0","Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of andorra,Mobility,2022,0.3,"Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of andorra,Consumables,2022,"0,0","Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of andorra,Waste,2022,"0,1","Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of the principality of andorra,Food and  Hotels,2022,"1,2","Rue du Môle 32
1201 Geneva
Switzerland","46.21326055326364, 6.147476023532721"
permanent mission of denmark,Energy,2022,5,"Rue de Moillebeau 56
1209 Geneva
Switzerland","46.2225217, 6.130719"
permanent mission of denmark,Mobility,2022,19,"Rue de Moillebeau 56
1209 Geneva
Switzerland","46.2225217, 6.130719"
permanent mission of denmark,Food / Hotels,2022,21,"Rue de Moillebeau 56
1209 Geneva
Switzerland","46.2225217, 6.130719"
permanent mission of denmark,Waste,2022,0,"Rue de Moillebeau 56
1209 Geneva
Switzerland","46.2225217, 6.130719"
permanent mission of denmark,Consumables,2022,5,"Rue de Moillebeau 56
1209 Geneva
Switzerland","46.2225217, 6.130719"
undp office in geneva united nations development programme 2,Energy,2022,11.0,"Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
undp office in geneva united nations development programme 2,Mobility,2022,50.5,"Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
undp office in geneva united nations development programme 2,Consumables,2022,0.0,"Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
undp office in geneva united nations development programme 2,Waste,2022,0.1,"Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
undp office in geneva united nations development programme 2,Food and  Hotels,2022,40.7,"Rue de Varembé 7
1202 Geneva
Switzerland","46.2213651, 6.1395961"
ishr international service for human rights,Energy,2022,20.5,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Mobility,2022,6.6,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Consumables,2022,3.2,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Waste,2022,2.7,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Food and  Hotels,2022,33.2,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Energy,2021,16,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Mobility,2021,18,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Consumables,2021,3,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Waste,2021,1,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Food and  Hotels,2021,18,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Energy,2020,18,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Mobility,2020,138,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Food / Hotels,2020,N/R,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Waste,2020,N/R,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
ishr international service for human rights,Consumables,2020,N/R,"Avenue de la Paix 8-14
1211 Geneva
Switzerland","46.228251549999996, 6.1424633241700475"
permanent mission of switzerland,Energy,2022,118.9,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Mobility,2022,41.2,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Consumables,2022,14.4,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Waste,2022,4.2,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Food and  Hotels,2022,70.4,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Energy,2021,129,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Mobility,2021,28,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Consumables,2021,6,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Waste,2021,1,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
permanent mission of switzerland,Food and  Hotels,2021,54,"Chemin des Fins 2
1218 Grand-Saconnex
Switzerland","46.2261633, 6.1239301"
